time,chlorophyll,dust
2022-12-31,0.46695542,0.23052181532529678
2023-01-05,0.393249,0.22001490398170429
2023-01-10,0.3746738,0.16542417718012703
2023-01-15,0.40023792,0.2687852248544998
2023-01-20,0.35460666,0.22249235319155033
2023-01-25,0.32220924,0.18451155725651794
2023-01-30,0.3289285,0.22470383421819248
2023-02-04,0.32896733,0.1991423700806264
2023-02-09,0.39180604,0.2533767572474815
2023-02-14,0.41945034,0.10716636633494588
2023-02-19,0.5284086,0.33288716874453367
2023-02-24,0.42982078,0.5058227742523328
2023-03-01,0.34001875,0.14411012100264844
2023-03-06,0.254584,0.12223642662338635
2023-03-11,0.25356767,0.1420324804913542
2023-03-16,0.28806454,0.23853407744672808
2023-03-21,0.26390916,0.28266517625817905
2023-03-26,0.26902017,0.18330368961796575
2023-03-31,0.27231044,0.26412550173780874
2023-04-05,0.2755284,0.4962227748768308
2023-04-10,0.22197793,0.3546510807613281
2023-04-15,0.19092506,0.3632304621831867
2023-04-20,0.23468441,0.20180584567116122
2023-04-25,0.23852894,0.11271759226082671
2023-04-30,,0.14630245002067252
2023-05-05,0.35138947,0.2865177746184526
2023-05-10,0.35154057,0.24032927327552858
2023-05-15,0.22616337,0.3007949994262721
2023-05-20,0.23096648,0.3088024698206588
2023-05-25,0.24132837,0.3121705144354743
2023-05-30,0.3839979,0.4260792714034007
2023-06-04,0.21396472,0.15828814003222058
2023-06-09,0.2313662,0.1952713793577979
2023-06-14,0.27693617,0.9170517702102345
2023-06-19,0.35175082,0.47456552844459216
2023-06-24,0.34213737,0.5412689988762373
2023-06-29,0.20194578,0.6443069001626127
2023-07-04,0.20750374,0.506179432209223
2023-07-09,0.23593992,0.5339177868940364
2023-07-14,0.18457583,0.7215915273143539
2023-07-19,0.18492642,0.41444672037718533
2023-07-24,0.2629407,0.4552259055318834
2023-07-29,0.23473045,0.5113977024421499
2023-08-03,0.2461257,0.4748557542346559
2023-08-08,0.21689294,0.3524574162916052
2023-08-13,0.3256989,0.5967915944638053
2023-08-18,0.19621737,0.44702969134618414
2023-08-23,0.20871893,0.2820676393707006
2023-08-28,0.18024457,0.6743681124035401
2023-09-02,0.27468,0.4580579354666435
2023-09-07,0.22822455,0.22325127022629035
2023-09-12,0.19772653,0.3518007922885651
2023-09-17,0.24877653,0.9177147606318198
2023-09-22,0.28557745,0.5265950126285829
2023-09-27,0.22223392,0.32891052518304986
2023-10-02,0.31846893,0.46340312879703993
2023-10-07,0.29523274,0.4843706831774554
2023-10-12,0.24162164,0.46260496093093345
2023-10-17,0.24911933,0.22757401443520422
2023-10-22,0.20678622,0.25390916094252186
2023-10-27,0.20821321,0.24583169462003762
2023-11-01,0.26452178,0.26872129761938385
2023-11-06,0.22888158,0.2654266731648382
2023-11-11,0.18876117,0.3060854020250816
2023-11-16,0.20715699,0.2322639288602547
2023-11-21,0.1975378,0.17621926701534588
2023-11-26,0.17147103,0.16848211404311145
2023-12-01,0.26571316,0.1747608122760048
2023-12-06,0.25875384,0.18783426146784207
2023-12-11,0.29330292,0.21060568165382323
2023-12-16,0.36893493,0.46565273456315887
2023-12-21,0.31209597,0.30391671074553417
2023-12-26,0.28219512,0.21168607509703205
2023-12-31,0.2709627,0.1457425138656188
2024-01-05,0.22478862,0.1262176468932508
2024-01-10,0.22343779,0.1421172694920427
2024-01-15,0.25983167,0.20074660857721618
2024-01-20,0.30326697,0.19723713334870588
2024-01-25,0.55183583,0.6054324982481173
2024-01-29,0.53530836,0.3131787776746325
