time,chlorophyll,dust
2022-12-31,0.24167311,0.24745811749316585
2023-01-05,0.23567978,0.24880979094229097
2023-01-10,0.2651618,0.19735721061609257
2023-01-15,0.26893392,0.2738410707812796
2023-01-20,0.27264774,0.250311280564869
2023-01-25,0.2424782,0.17862895925174951
2023-01-30,0.22899185,0.22669828333937234
2023-02-04,0.2677392,0.20643706969779288
2023-02-09,0.2992233,0.23867826214095944
2023-02-14,0.3410098,0.16654310407544928
2023-02-19,0.37193182,0.3845426367146391
2023-02-24,0.3620542,0.4993215103553729
2023-03-01,0.29943016,0.15840608026151548
2023-03-06,0.21872656,0.13921109849589824
2023-03-11,0.19625768,0.16589420769557753
2023-03-16,0.20895897,0.3496153981104274
2023-03-21,0.20455112,0.24440146634949372
2023-03-26,0.18986855,0.19564586716998697
2023-03-31,0.17325976,0.2874273557116357
2023-04-05,0.20947886,0.48094334773865394
2023-04-10,0.17821743,0.32559346492534014
2023-04-15,0.14871894,0.41715266600782186
2023-04-20,0.16728115,0.2098428220341804
2023-04-25,0.16336223,0.1271681704018738
2023-04-30,,0.16602240503719545
2023-05-05,0.16992101,0.375590212189565
2023-05-10,0.17775503,0.2978613846668622
2023-05-15,0.15509799,0.29990118334090815
2023-05-20,0.1739018,0.323454795125503
2023-05-25,0.19876702,0.3660127196533652
2023-05-30,0.19810453,0.47630313860095697
2023-06-04,0.14606766,0.1600137604611637
2023-06-09,0.14702585,0.21458184178888481
2023-06-14,0.1544891,0.43847990347462656
2023-06-19,0.18028878,0.5394531055460478
2023-06-24,0.18049979,0.6505341852081882
2023-06-29,0.13485575,0.613047616402229
2023-07-04,0.13372928,0.6650952759851376
2023-07-09,0.15355362,0.6128979552142391
2023-07-14,0.12987171,0.6541659070256062
2023-07-19,0.12481423,0.4521328453849685
2023-07-24,0.147694,0.5254159388597079
2023-07-29,0.14011393,0.5608013249929807
2023-08-03,0.13575932,0.5095425729194508
2023-08-08,0.13783176,0.43093581092352556
2023-08-13,0.17318228,0.6217909763433053
2023-08-18,0.13390253,0.41938400831709705
2023-08-23,0.14697295,0.31749796706323996
2023-08-28,0.13931003,0.6551953080203261
2023-09-02,0.18383077,0.4682240824232338
2023-09-07,0.16701435,0.3365433877650006
2023-09-12,0.1545403,0.3504649231947387
2023-09-17,0.18897659,0.5620540956676651
2023-09-22,0.19269499,0.5997056905837664
2023-09-27,0.16929717,0.38438067839913737
2023-10-02,0.19251563,0.5014782482895858
2023-10-07,0.21397473,0.5120093519599802
2023-10-12,0.19745223,0.4859808646837689
2023-10-17,0.18091437,0.24032594804376065
2023-10-22,0.16004287,0.21899077292372657
2023-10-27,0.15675975,0.2536923825760444
2023-11-01,0.1740953,0.31266366115798466
2023-11-06,0.18208511,0.3104483466714179
2023-11-11,0.18109453,0.3340848087179507
2023-11-16,0.17912748,0.2621611786770691
2023-11-21,0.1713239,0.18186980298693725
2023-11-26,0.15757164,0.16416754856691165
2023-12-01,0.17908563,0.189997544622153
2023-12-06,0.17924555,0.17081834432738233
2023-12-11,0.18483877,0.30229944407987935
2023-12-16,0.27969843,0.5557776653118128
2023-12-21,0.23582329,0.29484773573597417
2023-12-26,0.21573195,0.24107285184241678
2023-12-31,0.20665042,0.1587551425975085
2024-01-05,0.19611537,0.1456415352126772
2024-01-10,0.17656289,0.15020449662823523
2024-01-15,0.19136944,0.23489538238647353
2024-01-20,0.19414456,0.21325551379497432
2024-01-25,0.31629112,0.8422089116902216
2024-01-29,0.26605728,0.4279578026693937
