time,chlorophyll,dust
2022-12-31,0.44903174,0.23141817184757263
2023-01-05,0.4008333,0.20717542774370845
2023-01-10,0.36039352,0.15973918070557241
2023-01-15,0.4004331,0.2588931629410084
2023-01-20,0.38700688,0.2163926769923491
2023-01-25,0.32706177,0.19134985832880796
2023-01-30,0.3221209,0.2397947173464141
2023-02-04,0.35678512,0.21478912116451107
2023-02-09,0.46091446,0.2614976742176066
2023-02-14,0.4292696,0.10651410339446338
2023-02-19,0.60814923,0.3278727172070283
2023-02-24,0.5202008,0.4914943184745272
2023-03-01,0.38995415,0.14389231981005937
2023-03-06,0.32092273,0.1307997297563703
2023-03-11,0.29112667,0.14287442715678808
2023-03-16,0.34783384,0.23000681907843412
2023-03-21,0.3271242,0.2743827983836084
2023-03-26,0.34710407,0.19045073336627222
2023-03-31,0.33903643,0.26163620956692757
2023-04-05,0.3612156,0.4613363573036406
2023-04-10,0.2686587,0.3340453480819447
2023-04-15,0.22654769,0.353847322363093
2023-04-20,0.28735167,0.19476464983293792
2023-04-25,0.2997394,0.10580258862098149
2023-04-30,,0.14170337280097275
2023-05-05,0.39120165,0.29450856925248564
2023-05-10,0.39918154,0.2325647369375228
2023-05-15,0.25941694,0.29312787809648816
2023-05-20,0.27017194,0.3037398985371492
2023-05-25,0.2967122,0.2732066273815746
2023-05-30,0.43509522,0.3947329000557851
2023-06-04,0.22459891,0.16050574655978433
2023-06-09,0.26055995,0.20060795904461431
2023-06-14,0.28575835,0.6315000904684436
2023-06-19,0.3767095,0.4698640321769699
2023-06-24,0.38562015,0.5026295404551713
2023-06-29,0.22019167,0.6950380530145674
2023-07-04,0.21504512,0.48669181901496594
2023-07-09,0.23204054,0.5224089825460208
2023-07-14,0.188562,0.783141981372667
2023-07-19,0.19887774,0.4175723347369428
2023-07-24,0.28487328,0.43806956026616295
2023-07-29,0.2608942,0.5080468151581854
2023-08-03,0.2728625,0.48748074594587654
2023-08-08,0.22445136,0.3626107191941831
2023-08-13,0.3747532,0.5386739814683716
2023-08-18,0.2386715,0.4156491630326515
2023-08-23,0.2421698,0.2827063361575255
2023-08-28,0.22460821,0.6301031263384878
2023-09-02,0.3132386,0.4363168419269201
2023-09-07,0.2703881,0.234520480125398
2023-09-12,0.21823613,0.3437206396540564
2023-09-17,0.27802715,0.6500416876580388
2023-09-22,0.3294218,0.48155813280800486
2023-09-27,0.24588881,0.31254102751789886
2023-10-02,0.34542438,0.43855502809955615
2023-10-07,0.29883227,0.4685779650188191
2023-10-12,0.26433805,0.43671676429806294
2023-10-17,0.26695263,0.22759450983656146
2023-10-22,0.21869034,0.2497159804118937
2023-10-27,0.23161547,0.2405684036452372
2023-11-01,0.24076265,0.26087602548850264
2023-11-06,0.23617513,0.2573534241297543
2023-11-11,0.19543348,0.29887304921852786
2023-11-16,0.22116105,0.22295681979798676
2023-11-21,0.22307596,0.18287328782459222
2023-11-26,0.18455687,0.17136231090174636
2023-12-01,0.27880782,0.18307948729322493
2023-12-06,0.2883232,0.19352253445584683
2023-12-11,0.3230313,0.1962323364637838
2023-12-16,0.37374842,0.40298385154635447
2023-12-21,0.28881872,0.29763576522805735
2023-12-26,0.316185,0.22206187104487984
2023-12-31,0.28326544,0.1401508655496802
2024-01-05,0.2381658,0.11799444968250442
2024-01-10,0.23342724,0.14167723132764592
2024-01-15,0.2524928,0.1896614849658718
2024-01-20,0.30051863,0.19905118043035375
2024-01-25,0.63195485,0.53117631822153
2024-01-29,0.624813,0.27237428447602224
