time,chlorophyll,dust
2022-12-31,0.40335315,0.20349318792887647
2023-01-05,0.40742743,0.21729628305181672
2023-01-10,0.32360655,0.15956085347836926
2023-01-15,0.2830479,0.23679723699870825
2023-01-20,0.352444,0.2251673028222913
2023-01-25,0.27545813,0.18839989918338512
2023-01-30,0.24483754,0.2667805199385167
2023-02-04,0.38463473,0.2757720347371207
2023-02-09,0.40436727,0.35112721042657347
2023-02-14,0.46286905,0.11806724290732326
2023-02-19,0.54733646,0.3127663591284048
2023-02-24,0.52453005,0.43924775528990023
2023-03-01,0.38383478,0.14489677751433858
2023-03-06,0.31076837,0.12406715573431014
2023-03-11,0.27612782,0.13798037239500538
2023-03-16,0.33396053,0.2133897579321327
2023-03-21,0.33050796,0.24993393802816596
2023-03-26,0.3557909,0.1988926413966523
2023-03-31,0.29328534,0.25360044374144863
2023-04-05,0.3912034,0.35511278879027197
2023-04-10,0.315677,0.294770150525972
2023-04-15,0.21189678,0.33538617863904646
2023-04-20,0.29323122,0.2474147058985238
2023-04-25,0.31600982,0.1088666080013668
2023-04-30,,0.12968403568258927
2023-05-05,0.3018046,0.3325110034972681
2023-05-10,0.3735482,0.22728548502267748
2023-05-15,0.26810974,0.2840933202868316
2023-05-20,0.28516644,0.3041149596222956
2023-05-25,0.24980858,0.3168730308017176
2023-05-30,0.31457633,0.3353001113610662
2023-06-04,0.20841573,0.14980140042534226
2023-06-09,0.23071426,0.20275416596631096
2023-06-14,0.20351669,0.3889735882014044
2023-06-19,0.2599822,0.4395349488638758
2023-06-24,0.30312288,0.5145043786948618
2023-06-29,0.16456416,0.4851960754937801
2023-07-04,0.16088942,0.47284781123625724
2023-07-09,0.16193044,0.5008989771124026
2023-07-14,0.13299212,0.7558998783808244
2023-07-19,0.12590475,0.3749288992612307
2023-07-24,0.24777026,0.527147693422892
2023-07-29,0.23881344,0.513521452640233
2023-08-03,0.22746447,0.45831171117425906
2023-08-08,0.20910981,0.344477832093466
2023-08-13,0.2802973,0.5442379748658364
2023-08-18,0.20984584,0.36778749410416073
2023-08-23,0.18083163,0.2804908378198411
2023-08-28,0.1993791,0.4695187223115424
2023-09-02,0.25163355,0.36912407749300524
2023-09-07,0.2682602,0.24377480468465967
2023-09-12,0.18054032,0.37296536940420366
2023-09-17,0.24502099,0.33921745725145613
2023-09-22,0.25691077,0.39658535877832524
2023-09-27,0.1902959,0.2714580146298621
2023-10-02,0.23934644,0.42467997040668337
2023-10-07,0.20961013,0.45237367857773525
2023-10-12,0.21294823,0.4131142832368685
2023-10-17,0.20591116,0.2140575038679491
2023-10-22,0.18024288,0.23603952377585954
2023-10-27,0.17454915,0.23724780733303366
2023-11-01,0.193263,0.24943157345798136
2023-11-06,0.1805175,0.2583122002512362
2023-11-11,0.17621082,0.2788537689720891
2023-11-16,0.17246643,0.20015039405443852
2023-11-21,0.16847008,0.19319023168361113
2023-11-26,0.17573091,0.16090103041402568
2023-12-01,0.2562618,0.19534575336890858
2023-12-06,0.247735,0.21674730537476955
2023-12-11,0.2898719,0.18355383211639673
2023-12-16,0.46231338,0.42681628223556384
2023-12-21,0.17825821,0.28449121892377544
2023-12-26,0.27771854,0.23023094621517515
2023-12-31,0.2416023,0.12236948573663203
2024-01-05,0.21580514,0.11426135532183432
2024-01-10,0.22007158,0.14177866382805537
2024-01-15,0.2322183,0.18242570400413666
2024-01-20,0.2601258,0.22630145159087517
2024-01-25,0.5864408,0.466174031617225
2024-01-29,0.5420585,0.22751974218382592
